source_excel_row,structure_label,label,Evac,Modification,E_form,E_fermi,E_bg,VBM,CBM,Lix,3OS,3S,3Hdp,3Z,Z_surf,nelect,nelect_no_o,nelect_m_only,wtd_nelect,e_tot,tot_OS,tot_S,tot_Hdp,O_M1,O_M2,O_M3,BL_avg,M1_charge,M2_charge,M3_charge,avg_M_charge,O_charge,sum_qm-qo,total_LCE_charge,Vm,Vo,Vm-o,Eoxm,wtd_Vm,wtd_Vo,M1_chi,M2_chi,M3_chi,sum_chi,avg_chi,M1_bc_full,M1_bc_occ,M1_bc_unocc,M1_band_width,M1_occ_bw,M2_bc_full,M2_bc_occ,M2_bc_unocc,M2_band_width,M2_occ_bw,M3_bc_full,M3_bc_occ,M3_bc_unocc,M3_band_width,M3_occ_bw,O(p)_bc_full,O(p)_bc_occ,O(p)_bc_unocc,O(p)_cbm_diff,O(p)_band_width,O(p)_occ_bw,M1_t2g,M1_eg,M2_t2g,M2_eg,M3_t2g,M3_eg,M1_ion_e,M1_min_pol,M1_pol,M1_max_pol,M2_ion_e,M2_min_pol,M2_pol,M2_max_pol,M3_ion_e,M3_min_pol,M3_pol,M3_max_pol,avg_ion_e,M1_bin_evac,M2_bin_evac,M3_bin_evac,avg_bin_evac,M1_avg_intensity,M2_avg_intensity,M3_avg_intensity,LCE_avg_intensity,avg_val_full,avg_val_occ,avg_val_unocc,avg_band_width,avg_occ_bw,full_bc_diff,occ_bc_diff,M1_std_pot,M2_std_pot,M3_std_pot,avg_std_pot,elec_wtd_bc_occ,elec_wtd_bw_occ,int_wtd_bc_occ,int_wtd_bw_occ
50,Li1.00__P0Co-P1Mn-P2Mn-P3Co-P4Co-P5Mn__P6Co-P7Co-P8Co,Mn,3.822607345,1-2-5-Mn-Mn-Mn,-128.4117146,3.19248554,0,3.19248554,3.19248554,1,8.356771327,3.819320919,2.32216445,77,158,384.000002,168.000002,150.000002,105.0000014,102.7146211,47.28537888,12.52084102,12.94855874,1.977351484,2.015389589,1.960661286,1.984467453,5.817,5.789,8.322,6.642666667,5.023,14.905,24.951,10.05869767,7.594479472,2.464218195,50.52483838,3.510464251,2.536715267,1.89,1.89,1.56,5.34,1.78,-1.441111499,-3.752469974,1.055071473,3.35024601,3.174127208,-1.306417729,-3.505267182,1.085744861,3.264603653,3.161528993,-1.785599112,-2.653979978,0.717630095,2.875290937,2.859591647,-4.560260102,-5.343300839,1.053455102,7.752745642,2.61773094,1.655049724,2.739880365,2.125601365,2.73969373,2.142003605,3.863480016,3.355041938,7.434038,59,68,77,7.434038,59,68,77,7.88101,51,55,59,7.583028667,3.28671184,3.28671184,2.48314856,3.018857413,0.340102889,0.319309778,0.337043111,0.332151926,-1.51104278,-3.303905711,0.952815476,3.1633802,3.065082616,3.049217322,2.039395127,-1.185,-1.185,-0.28,-0.883333333,-3.188068786,3.028673346,-3.301699589,3.063701056
51,Li1.00__P0Co-P1Fe-P2Fe-P3Co-P4Co-P5Fe__P6Co-P7Co-P8Co,Fe,4.073697975,1-2-5-Fe-Fe-Fe,-122.257347,2.8590518,0.0791,2.8076,2.8867,1,7.21548026,1.856852244,1.733927647,79,160,389.9999996,173.9999996,155.9999996,109.1999997,112.9112653,43.08873474,5.853961311,10.40700028,1.980691924,1.994517608,1.949058128,1.974755887,7.335,7.289,8.375,7.666333333,5.017,17.982,28.016,11.65471635,7.622412233,4.032304115,58.47171192,3.910431588,2.542877565,1.61,1.61,1.56,4.78,1.593333333,-1.255423582,-2.647636369,1.188239909,3.156303833,3.176507311,-1.295212253,-2.665473892,1.093869378,3.108178086,3.139227816,-1.597734349,-2.531322996,1.065648957,2.983983151,2.939041349,-4.105312978,-4.857404467,1.279870681,6.992012978,2.564329271,1.683432305,3.585629863,2.567440549,3.431557879,2.714229835,3.858081179,3.362224919,7.9024681,58,62,66,7.9024681,58,62,66,7.88101,51,55,59,7.8953154,3.778409415,3.778409415,2.48314856,3.346655797,0.339880405,0.334152703,0.361943243,0.34532545,-1.382790061,-2.614811086,1.115919415,3.08282169,3.084925492,2.722522917,2.242593382,-0.447,-0.447,-0.28,-0.391333333,-2.60963135,3.075940091,-2.612752964,3.08151842
52,Li1.00__P0Co-P1Al-P2Al-P3Co-P4Co-P5Al__P6Co-P7Co-P8Co,Al,5.373885605,1-2-5-Al-Al-Al,-150.3637348,3.04566956,0.8978,2.8179,3.7157,1,6.96,0.00000213,0.470811608,53,134,360.0000028,144.0000028,126.0000028,88.20000196,84.46718414,41.5,0.0000143,5.884328915,1.9763812,1.968039808,1.95807911,1.967500039,0.718,0.703,8.367,3.262666667,5.076,4.712,14.864,4.993563813,7.73988309,-2.746319277,25.34732991,3.639225586,2.589321441,1.83,1.83,1.56,5.22,1.74,-3.94958994,-7.068547929,6.949480476,7.454858859,5.212506174,-3.602849368,-7.206696199,7.015861858,7.640636074,5.123753729,-1.489771125,-2.446029522,1.209537708,2.981306156,2.889386186,-3.770775744,-4.571338966,3.769287703,7.486475744,3.048568959,1.66826667,0,0,0,0,3.85144033,3.361421055,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,7.88101,51,55,59,6.617516,6.91638435,6.91638435,2.48314856,5.438639087,0.0374,0.037944379,0.377444737,0.150929705,-3.014070144,-5.573757883,5.058293347,6.025600363,4.408548696,0.7567056,-1.002418917,-1.676,-1.676,-0.28,-1.210666667,-3.20592774,3.258589212,-3.226796363,3.268517154
53,Li1.00__P0Ni-P1Mn-P2Mn-P3Mn-P4Ni-P5Ni__P6Co-P7Co-P8Co,Mn,3.700076455,0-1-2-3-4-5-Ni-Mn-Mn-Mn-Ni-Ni,-125.9975772,2.39465044,0.0762,2.3557,2.4319,1,9.430063003,6.504563759,2.605924573,75,159,390.0000039,174.0000039,156.0000039,109.2000027,112.0937247,43.90627532,18.8235271,8.623564709,2.052782558,2.01672783,1.97894613,2.016152173,5.794,5.726,5.797,5.772333333,5.018,12.299,22.335,8.591100014,7.46836894,1.122731073,43.11013987,2.863392391,2.488763807,1.89,1.89,1.89,5.67,1.89,-1.465474405,-4.149415535,1.316752601,3.514867443,3.015598611,-1.552293358,-4.280917054,1.149572084,3.465694158,2.961624417,-1.520678387,-4.234830025,1.21685831,3.513972192,3.035056857,-4.031277665,-4.864940166,1.423748688,6.463177665,2.642854304,1.64479755,2.71228366,2.067323627,2.620088917,2.059013466,2.667106895,2.051018335,7.434038,59,68,77,7.434038,59,68,77,7.434038,59,68,77,7.434038,3.28671184,3.28671184,3.28671184,3.28671184,0.45323288,0.483447619,0.44880907,0.461829856,-1.512815383,-4.221720871,1.227727665,3.498177931,3.004093295,2.518462281,0.643219294,-1.185,-1.185,-1.185,-1.185,-4.219748358,3.004870815,-4.222969964,3.003068269
54,Li1.00__P0Mn-P1Ni-P2Ni-P3Ni-P4Mn-P5Mn__P6Co-P7Co-P8Co,Ni,3.256111105,0-1-2-3-4-5-Mn-Ni-Ni-Ni-Mn-Mn,-126.0448943,2.43306466,0,2.43306466,2.43306466,1,6.363850248,3.842288183,1.081137134,84,159,390.0000056,174.0000056,156.0000056,109.2000039,109.636064,46.36393604,21.13250262,10.53982691,2.051818242,2.01859194,2.057856254,2.042755479,9.111,9.031,9.084,9.075333333,5.004,22.222,32.23,13.32866495,7.349424939,5.979240015,66.69663943,4.442837516,2.449819475,1.53,1.53,1.53,4.59,1.53,-2.531034086,-3.069069905,0.664195784,2.405822649,2.173743812,-2.001725569,-2.547392005,0.841884411,2.309959269,2.116354757,-1.73966772,-2.272716143,1.045198638,2.3319612,2.163096194,-3.423649252,-3.88943437,1.815749478,5.856713912,2.337783725,1.736562617,4.751726937,3.612164521,4.630018062,3.549109125,4.649386266,3.527880131,7.639878,46,49,52,7.639878,46,49,52,7.639878,46,49,52,7.639878,2.02617786,2.02617786,2.02617786,2.02617786,0.724463942,0.406821875,0.378485817,0.503257212,-2.090809125,-2.629726018,0.850426278,2.349247706,2.151064921,1.332840127,1.259708353,-0.257,-0.257,-0.257,-0.257,-2.62693273,2.150986796,-2.728860449,2.155610543
55,Li1.00__P0Ni-P1Fe-P2Fe-P3Fe-P4Ni-P5Ni__P6Co-P7Co-P8Co,Fe,3.576226285,0-1-2-3-4-5-Ni-Fe-Fe-Fe-Ni-Ni,-117.0719194,2.09182975,0.0318,2.0779,2.1097,1,8.053195351,3.840511526,1.9745461,78,162,396.0000036,180.0000036,162.0000036,113.4000025,119.6409112,42.35908877,13.88093211,8.609444676,1.968499364,1.978293617,1.980745175,1.975846052,7.37,7.297,7.352,7.339666667,5.022,16.997,27.041,11.14423544,7.625142744,3.5190927,55.9663504,3.715549006,2.541790193,1.61,1.61,1.61,4.83,1.61,-1.536362765,-3.161706274,1.167396614,3.317420857,3.211308667,-1.668596729,-3.488305143,0.959631538,3.269019452,3.114805695,-1.598079991,-3.134718937,1.089057299,3.281442409,3.190320632,-3.922963691,-4.71444568,1.387943409,6.032663691,2.618140152,1.723848706,3.450813386,2.590320684,3.263768955,2.448325947,3.466600471,2.698910064,7.9024681,58,62,66,7.9024681,58,62,66,7.9024681,58,62,66,7.9024681,3.778409415,3.778409415,3.778409415,3.778409415,0.443426351,0.536636261,0.449917117,0.47665991,-1.601013161,-3.261576785,1.072028484,3.28929424,3.172144998,2.32195053,1.452868896,-0.447,-0.447,-0.447,-0.447,-3.254082101,3.173991126,-3.275779731,3.168489969
56,Li1.00__P0Fe-P1Ni-P2Ni-P3Ni-P4Fe-P5Fe__P6Co-P7Co-P8Co,Ni,2.99621716,0-1-2-3-4-5-Fe-Ni-Ni-Ni-Fe-Fe,-117.5758343,1.96178959,0,1.96178959,1.96178959,1,6.087017252,3.40498889,0.681362685,84,162,395.9999977,179.9999977,161.9999977,113.3999984,121.1975192,40.80248076,14.98021935,6.873726256,2.039242871,2.004763871,1.959685885,2.001230876,9.151,9.109,9.17,9.143333333,4.999,22.431,32.429,13.7104484,7.495879533,6.214568862,68.53853153,4.570063198,2.498559081,1.53,1.53,1.53,4.59,1.53,-1.659625666,-2.211489955,1.295632998,2.463164211,2.290096277,-1.775654885,-2.329309607,1.010810831,2.401965772,2.245708768,-1.938106,-2.491722996,0.966044605,2.456805368,2.291490319,-3.342699202,-3.816178988,1.208797188,5.304488792,2.23965848,1.759971391,4.671619294,3.557673952,4.633459797,3.519271612,4.66013296,3.554743761,7.639878,46,49,52,7.639878,46,49,52,7.639878,46,49,52,7.639878,2.02617786,2.02617786,2.02617786,2.02617786,0.450856152,0.465088367,0.531892617,0.482612379,-1.791128851,-2.344174186,1.090829478,2.440645117,2.275765121,1.551570351,1.472004802,-0.257,-0.257,-0.257,-0.257,-2.343985881,2.275842684,-2.352286478,2.276349818
57,Li1.00__P0Mn-P1Fe-P2Fe-P3Fe-P4Mn-P5Mn__P6Co-P7Co-P8Co,Fe,4.13257624,0-1-2-3-4-5-Mn-Fe-Fe-Fe-Mn-Mn,-129.2930721,2.75026481,0.1377,2.6776,2.8153,1,6.621429706,1.662888474,1.485391187,78,153,378.0000046,162.0000046,144.0000046,100.8000032,97.8356466,46.1643534,17.03911987,12.02798028,1.9657476,1.983634144,1.976689451,1.975357065,7.334,7.261,7.343,7.312666667,5.024,16.914,26.962,11.10614627,7.630119063,3.476027212,55.79727888,3.702489077,2.543397424,1.61,1.61,1.61,4.83,1.61,-1.053396769,-2.321603503,1.229949422,3.048471969,3.131878409,-1.290577202,-2.560216757,0.967248149,2.992920401,3.057320381,-1.1182885,-2.282083111,1.279404282,3.060246205,3.108121685,-4.269556021,-5.011170186,1.338084864,7.084856021,2.569630715,1.651663472,3.286831294,2.908618342,3.465940227,2.703960016,3.438022095,3.059752111,7.9024681,58,62,66,7.9024681,58,62,66,7.9024681,58,62,66,7.9024681,3.778409415,3.778409415,3.778409415,3.778409415,0.297169027,0.302712611,0.304343805,0.301408481,-1.154087491,-2.38796779,1.158867284,3.033879525,3.099106825,3.115468531,2.623202396,-0.447,-0.447,-0.447,-0.447,-2.385209085,3.099482365,-2.388183641,3.098922173
58,Li1.00__P0Fe-P1Mn-P2Mn-P3Mn-P4Fe-P5Fe__P6Co-P7Co-P8Co,Mn,3.759439385,0-1-2-3-4-5-Fe-Mn-Mn-Mn-Fe-Fe,-129.0532688,2.52497582,0.0715,2.4902,2.5617,1,8.150622767,2.59659453,1.951242574,75,153,378.0000012,162.0000012,144.0000012,100.8000008,99.32674928,44.67325072,7.971245481,10.49030049,2.017579717,2.031605832,2.008579964,2.019255171,5.798,5.78,5.729,5.769,5.021,12.286,22.328,8.571044141,7.45984532,1.11119882,43.03521263,2.856240722,2.486874967,1.89,1.89,1.89,5.67,1.89,-1.48352768,-4.020189954,1.088330306,3.38812225,3.054952851,-1.015529724,-2.940957179,1.09964733,3.118809801,3.220616862,-0.910205883,-2.645698286,1.210050923,3.075996441,3.176774623,-4.123512209,-4.889788433,1.474714539,6.685212209,2.571830619,1.607011904,2.679563188,2.046417245,2.803636631,2.111372506,2.961586198,2.196671636,7.434038,59,68,77,7.434038,59,68,77,7.434038,59,68,77,7.434038,3.28671184,3.28671184,3.28671184,3.28671184,0.378334298,0.303441871,0.299698664,0.327158278,-1.136421096,-3.202281806,1.132676187,3.194309497,3.150781445,2.987091113,1.687506627,-1.185,-1.185,-1.185,-1.185,-3.156099346,3.155184492,-3.266815844,3.143370013
59,Li1.00__P0Ni-P1Al-P2Al-P3Al-P4Ni-P5Ni__P6Co-P7Co-P8Co,Al,4.136166695,0-1-2-3-4-5-Ni-Al-Al-Al-Ni-Ni,-143.9023628,2.49674249,0.0779,2.4515,2.5294,1,7.056536253,0.000993895,0,39,123,365.9999997,149.9999997,131.9999997,92.39999979,90.70712633,41.29287367,3.89373612,4.920740728,1.964449003,1.965193357,1.962163815,1.963935392,0.71,0.69,0.72,0.706666667,5.117,-2.997,7.237,1.079476829,7.816451947,-6.736975118,5.523682935,0.359927649,2.605507889,1.83,1.83,1.83,5.49,1.83,-3.437680825,-6.514409294,7.219537359,7.34968163,5.177118112,-3.175175574,-6.562888828,7.344662218,7.421497861,5.024449601,-3.565298344,-6.549563913,7.249918737,7.342757521,5.207120691,-3.381732983,-3.91728284,5.86825231,5.911132983,2.821780718,1.684398168,0,0,0,0,0,0,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,5.985769,6.91638435,6.91638435,6.91638435,6.91638435,0.03685503,0.036852071,0.037407692,0.037038264,-3.392718247,-6.542287345,7.271372771,7.371312337,5.136229468,-0.010985265,-2.625004505,-1.676,-1.676,-1.676,-1.676,-6.542152564,5.13744821,-6.542322988,5.136585043
60,Li1.00__P0Al-P1Ni-P2Ni-P3Ni-P4Al-P5Al__P6Co-P7Co-P8Co,Ni,2.73480003,0-1-2-3-4-5-Al-Ni-Ni-Ni-Al-Al,-144.1274187,2.40768822,0,2.40768822,2.40768822,1,6.715193161,2.290725905,1.01340153,84,123,365.9999995,149.9999995,131.9999995,92.39999965,91.13306628,40.86693372,4.926468248,4.283826304,2.115654533,2.031965563,1.908460532,2.018693543,9.214,9.077,9.359,9.216666667,4.995,22.655,32.645,13.72620926,7.43647522,6.289734036,68.56241523,4.570258091,2.476852608,1.53,1.53,1.53,4.59,1.53,-2.078463179,-2.702404934,0.881562448,2.569655282,2.358612124,-1.418757762,-2.010836845,1.526477713,2.411852658,2.180412572,-2.768582196,-3.528480052,0.544737551,2.810945166,2.537232933,-2.84226313,-3.790516778,2.59108106,5.24995135,3.013646691,1.793128084,4.581191721,3.530755295,4.600439539,3.530035776,4.475806965,3.582262426,7.639878,46,49,52,7.639878,46,49,52,7.639878,46,49,52,7.639878,2.02617786,2.02617786,2.02617786,2.02617786,0.539094226,0.405511811,0.696135696,0.546913911,-2.088601046,-2.74724061,0.984259237,2.597484369,2.358752543,0.753662084,1.043276168,-0.257,-0.257,-0.257,-0.257,-2.731258413,2.355022209,-2.881970884,2.390355266
61,Li1.00__P0Mn-P1Al-P2Al-P3Al-P4Mn-P5Mn__P6Co-P7Co-P8Co,Al,6.8271627,0-1-2-3-4-5-Mn-Al-Al-Al-Mn-Mn,-155.5682832,2.98672019,0,2.98672019,2.98672019,1,7.079659745,0.004452086,0,39,114,348.0000049,132.0000049,114.0000049,79.80000343,66.38592324,47.61407676,11.87554018,8.862689549,1.976971221,1.979429359,1.962644203,1.973014928,0.703,0.688,0.714,0.701666667,5.112,-3.007,7.217,1.066964297,7.772985464,-6.706021167,5.454321487,0.355756947,2.591136649,1.83,1.83,1.83,5.49,1.83,-3.718861473,-7.696193658,6.382615792,7.71792837,5.105882864,-3.468771807,-7.682123866,6.50050606,7.750877481,4.997067339,-3.861317711,-7.66942869,6.436068697,7.687010342,5.153940211,-4.289362277,-5.026016745,5.650227097,7.276082467,3.190341114,1.655953339,0,0,0,0,0,0,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,5.985769,6.91638435,6.91638435,6.91638435,6.91638435,0.039732265,0.039250301,0.04052024,0.039834269,-3.682983664,-7.682582071,6.439730183,7.718605398,5.085630138,0.606378614,-2.656565326,-1.676,-1.676,-1.676,-1.676,-7.682495884,5.086608851,-7.682497189,5.086437741
62,Li1.00__P0Al-P1Mn-P2Mn-P3Mn-P4Al-P5Al__P6Co-P7Co-P8Co,Mn,4.00679938,0-1-2-3-4-5-Al-Mn-Mn-Mn-Al-Al,-155.4795004,2.49422761,0,2.49422761,2.49422761,1,8.6150013,2.601481332,1.292357024,75,114,348.0000008,132.0000008,114.0000008,79.80000056,68.80999374,45.19000626,6.450240406,6.830334708,2.017044127,2.155273684,1.987918468,2.053412093,5.78,5.63,5.803,5.737666667,5.02,12.193,22.233,8.396910408,7.343215394,1.053695014,42.15249025,2.807339572,2.453113773,1.89,1.89,1.89,5.67,1.89,-0.707189138,-3.065248318,1.42023973,3.18075723,3.154461688,-0.449977435,-2.725956561,1.429154731,2.925803921,2.989538777,-0.86295713,-2.811986319,1.503434557,3.235283444,3.202761595,-3.578226344,-4.756677618,2.727883785,6.072453954,3.161967138,1.4986091,2.442114446,1.963219095,2.171799191,1.999016273,2.648135737,2.45193369,7.434038,59,68,77,7.434038,59,68,77,7.434038,59,68,77,7.434038,3.28671184,3.28671184,3.28671184,3.28671184,0.308297619,0.255178307,0.32650291,0.296659612,-0.673374568,-2.867730399,1.450943006,3.113948198,3.115587353,2.904851776,1.888947219,-1.185,-1.185,-1.185,-1.185,-2.866672581,3.121542223,-2.875052025,3.124893919
63,Li1.00__P0Al-P1Fe-P2Fe-P3Fe-P4Al-P5Al__P6Co-P7Co-P8Co,Fe,4.61744202,0-1-2-3-4-5-Al-Fe-Fe-Fe-Al-Al,-150.0091167,2.58573405,0,2.58573405,2.58573405,1,8.020749631,2.811470172,2.014577433,78,117,354.0000044,138.0000044,120.0000044,84.00000308,76.04894248,43.95105752,5.676657358,6.925987349,1.958577189,1.986616879,1.966668479,1.970620849,7.323,7.261,7.32,7.301333333,5.016,16.888,26.92,11.11592651,7.636444411,3.479482101,55.75748738,3.703245078,2.544748756,1.61,1.61,1.61,4.83,1.61,-0.806827991,-2.175874598,1.45648046,3.130441433,3.219502372,-1.488407362,-2.7050342,1.025077216,3.093050093,3.061560277,-1.384143995,-3.771173168,1.875872809,3.831624047,3.222496928,-3.805351527,-4.975893751,2.565214824,6.391085577,3.271496795,1.694604615,3.236302583,2.739732475,3.47698444,3.029512858,2.821775002,2.688202653,7.9024681,58,62,66,7.9024681,58,62,66,7.9024681,58,62,66,7.9024681,3.778409415,3.778409415,3.778409415,3.778409415,0.318545767,0.3677,0.520934921,0.402393563,-1.226459783,-2.884027322,1.452476828,3.351705191,3.167853192,2.578891744,2.091866429,-0.447,-0.447,-0.447,-0.447,-2.825964435,3.162311039,-3.025472947,3.172686398
64,Li1.00__P0Fe-P1Al-P2Al-P3Al-P4Fe-P5Fe__P6Co-P7Co-P8Co,Al,6.03060008,0-1-2-3-4-5-Fe-Al-Al-Al-Fe-Fe,-149.7100182,2.79704931,0.091,2.752,2.843,1,7.045758037,0.002477052,0,39,117,354.0000014,138.0000014,120.0000014,84.00000098,76.89337602,43.10662398,5.050855872,7.175431707,1.97344305,1.988489056,1.957715987,1.973216031,0.715,0.697,0.721,0.711,5.112,-2.979,7.245,1.081114641,7.772398799,-6.691284157,5.526658047,0.360459141,2.590987286,1.83,1.83,1.83,5.49,1.83,-3.819659825,-7.3121206,6.795773207,7.613840937,5.194844549,-3.314440012,-7.350704704,6.923418615,7.759476603,5.065785776,-3.793067982,-7.251516335,6.745178245,7.582038427,5.208624878,-3.925095421,-4.603029025,5.741653259,6.768095421,3.079562218,1.665226863,0,0,0,0,0,0,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,5.985769,56.8,57.8,58.8,5.985769,6.91638435,6.91638435,6.91638435,6.91638435,0.039807415,0.039257715,0.040262124,0.039775752,-3.642389273,-7.304780546,6.821456689,7.651785323,5.156418401,0.282706148,-2.701751521,-1.676,-1.676,-1.676,-1.676,-7.304335058,5.157177197,-7.304366021,5.157034853
66,Li1.00__P0Co-P1Ni-P2Co-P3Al-P4Co-P5Co__P6Co-P7Co-P8Co,NiCoAl,3.817348535,1-2-3-Ni-Co-Al,-129.3053507,2.69433942,0.1788,2.6026,2.7814,1,6.874849616,0.727236971,0.869927981,68,149,386.0000014,170.0000014,152.0000014,106.400001,111.4586983,40.54130175,1.637295033,6.809050574,2.116288393,1.987993695,1.921935484,2.00873919,9.258,8.277,0.727,6.087333333,5.043,13.219,23.305,8.916398677,7.543591336,1.372807342,44.96539853,4.104814863,2.462154893,1.53,1.56,1.83,4.92,1.64,-2.154004246,-2.742360469,0.747005515,2.599795729,2.45495177,-1.380571435,-2.291694498,1.146022348,2.870557476,2.833992845,-6.287657436,-6.656815273,3.671581488,5.575703135,5.314222371,-3.336844003,-3.827422395,1.958381717,6.118244003,2.343372154,1.706730058,4.609895487,3.552161904,3.784318787,3.384731623,0,0,7.639878,46,49,52,7.88101,51,55,59,5.985769,56.8,57.8,58.8,7.168885667,2.02617786,2.48314856,6.91638435,3.808570257,0.456236919,0.37322665,0.036172844,0.288545471,-3.274077706,-3.896956747,1.854869784,3.68201878,3.534388995,0.062766297,-0.069534351,-0.257,-0.28,-1.676,-0.737666667,-2.713273811,2.749728213,-2.711627487,2.737860595
67,Li1.00__P0Co-P1Ni-P2Co-P3Fe-P4Co-P5Co__P6Co-P7Co-P8Co,NiCoFe,3.396098465,1-2-3-Ni-Co-Fe,-120.4681568,2.79840936,0,2.79840936,2.79840936,1,7.252991909,2.363600288,1.518284988,81,162,396.0000002,180.0000002,162.0000002,113.4000001,118.8892825,43.11071749,4.809179358,9.986288642,2.115194261,1.985630032,1.934627135,2.011817143,9.201,8.285,7.37,8.285333333,5.008,19.848,29.864,12.33195387,7.478365145,4.853588727,61.75842499,4.145844615,2.478761802,1.53,1.56,1.61,4.7,1.566666667,-1.880762417,-2.446085683,0.979612889,2.509978702,2.361202398,-1.513190759,-2.417737159,1.017364835,2.884666106,2.856129165,-1.42181407,-3.092515232,1.233209339,3.326661514,3.253508572,-3.5927314,-4.266800267,1.500599521,6.39114076,2.479065765,1.723439261,4.642356912,3.524377553,3.807503802,3.378459587,3.63013556,2.287185299,7.639878,46,49,52,7.88101,51,55,59,7.9024681,58,62,66,7.807785367,2.02617786,2.48314856,3.778409415,2.762578612,0.387800726,0.358522276,0.396812833,0.381045278,-1.605255749,-2.652112691,1.076729021,2.907102107,2.823613378,1.987475651,1.614687576,-0.257,-0.28,-0.447,-0.328,-2.608948418,2.766402701,-2.661587599,2.826169723
68,Li1.00__P0Co-P1Ni-P2Mn-P3Co-P4Co-P5Co__P6Co-P7Co-P8Co,NiMnCo,3.50790575,1-2-3-Ni-Mn-Co,-123.3476121,2.90630164,0.2588,2.7775,3.0363,1,8.023652721,3.350406016,2.204365462,80,161,394.0000034,178.0000034,160.0000034,112.0000024,115.4876401,44.51235986,6.890194476,11.16754156,2.112688495,1.96574133,1.96072157,2.013050465,9.136,5.729,8.355,7.74,5.011,18.209,28.231,11.49995634,7.47671666,4.023239682,57.62628123,4.026716766,2.473476174,1.53,1.89,1.56,4.98,1.66,-1.769514884,-2.318067185,1.161018158,2.404374127,2.222042902,-1.829753967,-4.448421815,0.858569965,3.435446232,2.986438343,-1.758966557,-2.703898737,0.901988759,2.964782029,2.909373448,-3.990064549,-4.64970065,1.121484616,7.026364549,2.456395412,1.716084252,4.654538611,3.555267174,2.717743819,2.055742925,3.827166755,3.373643963,7.639878,46,49,52,7.434038,59,68,77,7.88101,51,55,59,7.651642,2.02617786,3.28671184,2.48314856,2.59867942,0.352165843,0.441866966,0.377708315,0.390580375,-1.78607847,-3.156795912,0.97385896,2.934867463,2.705951564,2.20398608,1.492904738,-0.257,-1.185,-0.28,-0.574,-2.873754125,2.621738093,-3.245802075,2.731858206
69,Li1.00__P0Co-P1Ni-P2Al-P3Co-P4Co-P5Co__P6Co-P7Co-P8Co,NiCoAl,4.333356805,1-2-3-Ni-Al-Co,-130.0234345,2.72016601,0.158,2.6401,2.7981,1,6.867840206,0.725452207,0.870896466,68,149,386.0000023,170.0000023,152.0000023,106.4000016,111.5622509,40.43774908,1.631585817,6.761395078,2.137670491,1.926862654,1.956602654,2.007045267,9.265,0.698,8.37,6.111,5.047,13.286,23.38,8.974227194,7.559736103,1.414491091,45.29292465,4.140468157,2.470021867,1.53,1.83,1.56,4.92,1.64,-2.178727889,-2.765845819,0.727421458,2.601148698,2.45578539,-6.446895001,-6.856146988,3.827000479,5.458029584,5.13876354,-1.324044114,-2.284655296,1.370188238,2.97754678,2.908342691,-3.457275016,-3.997394136,2.082041514,6.255375016,2.409131626,1.686721326,4.617730384,3.547730459,0,0,3.853665368,3.340345395,7.639878,46,49,52,5.985769,56.8,57.8,58.8,7.88101,51,55,59,7.168885667,2.02617786,6.91638435,2.48314856,3.808570257,0.454071883,0.036750366,0.383405623,0.291409291,-3.316555668,-3.968882701,1.974870058,3.678908354,3.500963874,0.140719348,0.028511434,-0.257,-1.676,-0.28,-0.737666667,-2.723236928,2.772708429,-2.726758657,2.76704685
70,Li1.00__P0Co-P1Ni-P2Fe-P3Co-P4Co-P5Co__P6Co-P7Co-P8Co,NiCoFe,3.740684595,1-2-3-Ni-Fe-Co,-120.4795331,2.65717215,0.128,2.5899,2.7179,1,6.931977519,2.127075458,1.392028653,81,162,396.0000014,180.0000014,162.0000014,113.400001,121.0517173,40.94828273,4.392467613,8.168169811,2.115776119,1.947652746,1.948831223,2.004086696,9.19,7.276,8.372,8.279333333,5.009,19.829,29.847,12.37524682,7.509524938,4.865721883,61.98761133,4.162082209,2.49128758,1.53,1.61,1.56,4.7,1.566666667,-1.902629977,-2.458878039,0.944878027,2.476965133,2.326939075,-1.40841875,-2.899050351,1.097594894,3.182579479,3.153204198,-1.428775921,-2.386922332,1.263971926,2.993415612,2.935207664,-3.633588848,-4.280378639,1.367178528,6.351488848,2.438051448,1.734344705,4.616187959,3.566247022,3.432949251,2.642909938,3.855043633,3.343123911,7.639878,46,49,52,7.9024681,58,62,66,7.88101,51,55,59,7.807785367,2.02617786,3.778409415,2.48314856,2.762578612,0.402414382,0.381493483,0.375214382,0.386374082,-1.579941549,-2.581616907,1.102148283,2.884320075,2.805116979,2.053647299,1.698761731,-0.257,-0.447,-0.28,-0.328,-2.554505,2.75642689,-2.580456287,2.79578167
